Room No,Department,Roll
D-1,7/CST,675518
D-1,7/ENT,676194
D-1,7/CST,675520
D-1,7/ENT,676195
LIBRARY,7/ENT,675565
LIBRARY,7/MT,676244
LIBRARY,7/ENT,675568
LIBRARY,7/MT,676247
LIBRARY,7/ENT,675569
LIBRARY,7/MT,676252
LIBRARY,7/ENT,675570
LIBRARY,7/MT,676253
LIBRARY,7/ENT,675571
LIBRARY,7/MT,676255
LIBRARY,7/ENT,675573
LIBRARY,7/MT,676262
305,7/MT,675639
305,7/ENT,578646
305,7/MT,675641
305,7/ENT,675700
305,7/MT,675643
305,7/ENT,675701
307,7/MT,675684
307,7/PT,675734
307,7/MT,675685
307,7/MT,675738
307,7/ENT,675690
307,7/PT,675755
307,7/MT,675686
307,7/PT,675742
D-2,7/PT,X
D-2,7/PT,675785
D-2,7/PT,676013
D-2,7/MT,675949
D-2,7/PT,675786
D-2,7/MT,675954
D-2,7/PT,675787
D-2,7/MT,675956
D-2,7/PT,675789
D-2,7/MT,675966
D-2,7/PT,675792
308,7/PT,676014
308,7/MT,675837
308,7/PT,676020
308,7/MT,675853
308,7/PT,676033
308,7/MT,675851
308,7/PT,676036
308,7/MT,675856
308,7/PT,676038
308,7/MT,675870
308,7/EMT,676278
308,7/MT,675869
308,7/EMT,676277
308,7/MT,675840
308,7/MT,676032
308,7/PT,676022
308,7/EMT,675841
308,7/MT,676023
308,7/EMT,675845
308,7/MT,676024
311,7/MT,676285
311,7/EMT,675871
311,7/MT,676286
311,7/EMT,675872
311,7/MT,676289
311,7/EMT,675873
311,7/MT,676290
311,7/EMT,675874
311,7/MT,676292
311,7/EMT,676285
COMMON,7/ET,X
COMMON,7/PT,X
COMMON,7/ENT,X
COMMON,7/EMT,X
COMMON,7/CST,185524
201,7/EMT,676323
201,7/EMT,X
201,7/MT,X
1006,5/ET,188922
1006,5/CT,190307
1006,5/ET,188923
1006,5/CT,675313
1006,5/ET,188924
1006,5/CT,675363
1006,5/ET,674990
1006,5/CT,675380
1006,5/ET,675011
1006,5/ET,675424
1006,5/CT,675013
1006,5/CT,X
1007,5/CT,774737
1007,5/ET,775276
1007,5/ET,775350
1007,5/CT,774783
1007,5/ET,775372
1007,5/CT,774818
1007,5/CT,774778
1007,5/ET,774738
1007,5/CT,775292
1007,5/ET,774739
1007,5/CT,775293
1007,5/ET,774742
1007,5/CT,775295
1010,5/ET,774820
1010,5/CT,775374
1010,5/ET,774827
1010,5/CT,775375
1010,5/ET,774831
1010,5/CT,775378
1010,5/ET,774832
1011,5/CT,775468
1011,5/CT,774866
1011,5/ET,775443
1011,5/CT,774882
1011,5/CT,775456
1011,5/ET,774867
1011,5/CT,775444
1011,5/ET,774870
1011,5/CT,775446
1011,5/CT,774873
1011,5/ET,774872
1012,5/ET,775586
1012,5/CT,774986
1012,5/ET,775582
1012,5/CT,774976
1012,5/ET,775576
1012,5/CT,774978
1012,5/ET,774983
1012,5/ET,775575
1012,5/CT,774974
1012,5/ET,775574
1012,5/CT,774967
1012,5/ET,775568
1012,5/CT,774944
1012,5/ET,775560
1012,5/CT,774945
1012,5/ET,775563
1012,5/CT,774946
1012,5/CT,775564
1012,5/ET,775559
1012,5/CT,774938
1012,5/CT,774918
1012,5/ET,775521
1012,5/CT,774922
1012,5/ET,774931
1012,5/ET,775535
1012,5/CT,775523
1012,5/CT,774926
1012,5/ET,775581
1012,5/CT,774981
2006,5/CT,774988
2006,5/CT,775587
2006,5/ET,774989
2006,5/CT,775588
2006,5/ET,774991
2006,5/CT,775592
2006,5/ET,774992
2006,5/CT,775597
2006,5/ET,774993
2006,5/CT,775599
2008,5/CT,775089
2008,5/CT,189007
2008,5/CT,775104
2008,5/CST,676209
2008,5/CT,189010
2008,5/CST,775092
2008,5/ET,795424
2008,5/CT,775100
2008,5/CT,189014
2008,5/CST,775093
2008,5/CT,795425
2008,5/CST,775095
2009,5/CT,775158
2009,5/CT,775184
2009,5/CST,775185
2009,5/CT,776218
2009,5/CT,776212
2009,5/CT,775159
2009,5/CST,776231
2009,5/CT,776204
2009,5/CST,775165
2009,5/CT,776205
2009,5/CST,775166
2010,5/CT,776254
2010,5/CST,776265
2010,5/CT,794219
2010,5/CST,776259
2010,5/CT,776239
2010,5/CST,776264
2010,5/CT,794212
2010,5/CT,794209
2010,5/CST,776243
2010,5/CT,794218
2010,5/CST,794196
2010,5/CT,776261
2010,5/CST,776263
2010,5/CT,794217
301,5/CST,794220
301,5/MT,776266
301,5/CST,794222
301,5/MT,776267
301,5/CT,794750
301,5/CST,776280
301,5/MT,776268
301,5/CST,795400
301,5/MT,776269
301,5/CST,795401
301,5/MT,675721
304,5/CST,775875
304,5/MT,776307
304,5/CST,775876
304,5/MT,776308
304,5/CST,775877
304,5/MT,776309
304,5/CST,775878
304,5/MT,776310
304,5/CST,775879
D-1,5/CST,775904
D-1,5/MT,776332
D-1,5/CST,775907
D-1,5/MT,775945
D-1,5/CST,776385
D-1,5/MT,775959
D-1,5/CST,776334
D-1,5/MT,775911
D-1,5/CST,776338
D-1,5/MT,775913
D-1,5/CST,776339
D-1,5/MT,775914
D-1,5/CST,776340
LIBRARY,5/MT,775960
LIBRARY,5/CST,776386
LIBRARY,5/MT,775963
LIBRARY,5/CST,776388
LIBRARY,5/MT,775964
LIBRARY,5/CST,776389
LIBRARY,5/MT,775965
LIBRARY,5/CST,776392
LIBRARY,5/MT,775966
LIBRARY,5/CST,776394
LIBRARY,5/MT,775970
LIBRARY,5/CST,776395
305,5/ENT,776014
305,5/CST,794289
305,5/MT,776021
305,5/CST,776015
305,5/MT,794290
305,5/CST,776017
305,5/MT,794291
307,5/ENT,776049
307,5/MT,675486
307,5/ENT,776050
307,5/MT,675540
307,5/ENT,776051
307,5/MT,675603
D-2,5/ENT,776083
D-2,5/ENT,775615
D-2,5/EMT,776085
D-2,5/ENT,775617
D-2,5/EMT,776088
D-2,5/ENT,775618
D-2,5/EMT,776089
D-2,5/ENT,775620
D-2,5/EMT,776092
D-2,5/ENT,775622
308,5/ENT,676365
308,5/EMT,775735
308,5/ENT,776416
308,5/EMT,775736
308,5/ENT,776418
308,5/EMT,775737
308,5/ENT,776419
308,5/EMT,775741
308,5/ENT,776420
308,5/ENT,775735
311,5/ENT,776453
311,5/PT,775778
311,5/ENT,776454
311,5/PT,775779
311,5/ENT,776461
311,5/PT,775780
311,5/ENT,776474
311,5/PT,775781
311,5/ENT,776477
311,5/EMT,776453
PHYSICS,5/PT,776115
PHYSICS,5/PT,776948
PHYSICS,5/ENT,775822
PHYSICS,5/PT,776116
PHYSICS,5/ENT,775823
PHYSICS,5/PT,776118
PHYSICS,5/ENT,775824
PHYSICS,5/PT,776120
PHYSICS,5/ENT,775825
PHYSICS,5/PT,776127
PHYSICS,5/ENT,775826
PHYSICS,5/PT,776131
PHYSICS,5/PT,776158
PHYSICS,5/ENT,775863
PHYSICS,5/PT,X
PHYSICS,5/PT,776133
201,5/CT,776492
201,5/CST,X
201,5/PT,X
201,5/EMT,X
201,5/ET,X
201,5/MT,X
201,5/ENT,X
201,5/PT,578870
201,5/CST,577810
201,5/ET,578101
201,5/MT,578689
201,5/ENT,935047
201,5/CT,577614
